,file_id,genus,species,name,download_url,file_name,duration,other_species_in_recording,quality
8772,171046,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/171046/download,XC171046-Hylophilus semicinereus-INPA 02--Manaus-AMBrunoLima.mp3,11,,A
8773,139194,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/139194/download,XC139194-10032501_Hylophilus_semicinereus_irua_cajual_canto_espontaneo_Thiago_Laranjeiras.mp3,22,,A
8774,122733,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/122733/download,XC122733-Gray-chested Greenlet (song).mp3,42,,A
8775,63261,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/63261/download,BD_2008-05-20_Hylophilus_semicinereus-0613AM.mp3,22,"Attila spadiceus, Leptotila rufaxilla, Euphonia rufiventris",A
8776,38493,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/38493/download,Gray-chested Greenlet2009-8-28-1.mp3,33,,A
8777,17000,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/17000/download,016-133-Gray-chested-Greenlet.mp3,29,"Tyranneutes stolzmanni, Cacicus cela",A
8778,5396,Hylophilus,semicinereus,Grey-chested Greenlet,https://www.xeno-canto.org/5396/download,Brown-headed_Greenlet_Hoyer.mp3,7,,A
8779,464934,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/464934/download,XC464934-Hylophilus pectoralis.mp3,19,,A
8780,422366,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/422366/download,XC422366-Vite vite de cabeca cinza2 (Hylophilus pectoralis-OK-OK).mp3,3,Glaucidium brasilianum,A
8781,422363,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/422363/download,XC422363-Vite vite de cabeca cinza (Hylophilus pectoralis-OK-OK).mp3,25,Momotus momota,A
8782,413512,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/413512/download,XC413512-Vite vite cabeca cinza3 (Hylophilus pectoralis-OK-OK).mp3,47,Galbula ruficauda,A
8783,323639,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/323639/download,XC323639-HYLPEC08.mp3,12,,A
8784,314071,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/314071/download,XC314071-HYLPEC21.mp3,13,Ortalis canicollis,A
8785,289449,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/289449/download,XC289449-HYLPEC26.mp3,17,"Leptotila verreauxi, Claravis pretiosa, Saltator maximus, Coryphospingus pileatus",A
8786,224406,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/224406/download,XC224406-Ashy-headed Greenlet A 13791.mp3,72,,A
8787,224405,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/224405/download,XC224405-Ashy-headed Greenlet A 13790.mp3,90,,A
8788,224404,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/224404/download,XC224404-Ashy-headed Greenlet A 13789.mp3,52,,A
8789,115713,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/115713/download,XC115713-Ashy-headed Greenlet2012-10-13-1.mp3,51,,A
8790,23684,Hylophilus,pectoralis,Ashy-headed Greenlet,https://www.xeno-canto.org/23684/download,Hylophilus pectoralis-PKD224:41.mp3,54,Dysithamnus mentalis,A
8791,316977,Hylophilus,brunneiceps,Brown-headed Greenlet,https://www.xeno-canto.org/316977/download,XC316977-Hylophilus bruneiceps_Novo Airão_1010.mp3,24,,A
8792,224337,Hylophilus,brunneiceps,Brown-headed Greenlet,https://www.xeno-canto.org/224337/download,XC224337-Brown-headed Greenlet A 13820.mp3,86,,A
8793,224336,Hylophilus,brunneiceps,Brown-headed Greenlet,https://www.xeno-canto.org/224336/download,XC224336-Brown-headed Greenlet A 13816.mp3,71,,A
8794,211182,Hylophilus,brunneiceps,Brown-headed Greenlet,https://www.xeno-canto.org/211182/download,XC211182-HYLBRU02.mp3,102,Attila spadiceus,A
8795,211194,Hylophilus,hypoxanthus,Dusky-capped Greenlet,https://www.xeno-canto.org/211194/download,XC211194-HYLHYP07.mp3,26,,A
8796,66612,Hylophilus,hypoxanthus,Dusky-capped Greenlet,https://www.xeno-canto.org/66612/download,MYRAMB04.mp3,24,"Myrmotherula ambigua, Tyrannulus elatus, Myrmotherula brachyura, Pygiptila stellaris",A
8797,47912,Hylophilus,hypoxanthus,Dusky-capped Greenlet,https://www.xeno-canto.org/47912/download,Dusky-capped Greenlet2009-10-16-2.mp3,37,,A
8798,494139,Hylophilus,muscicapinus,Buff-cheeked Greenlet,https://www.xeno-canto.org/494139/download,XC494139-3-8-2019 7e45 Vite vite camurca.mp3,13,"Percnostola rufifrons, Glyphorynchus spirurus",A
8799,466927,Hylophilus,muscicapinus,Buff-cheeked Greenlet,https://www.xeno-canto.org/466927/download,XC466927-Hylophilus muscicapinus STE-001.mp3,20,,A
8800,423744,Hylophilus,muscicapinus,Buff-cheeked Greenlet,https://www.xeno-canto.org/423744/download,XC423744-L.versicolor 98.mp3,27,"Euphonia rufiventris, Hypocnemis peruviana, Myrmotherula sclateri, Pygiptila stellaris",A
8801,224372,Hylophilus,muscicapinus,Buff-cheeked Greenlet,https://www.xeno-canto.org/224372/download,XC224372-Buff-cheeked Greenlet A 13810.mp3,36,,A
8802,211198,Hylophilus,muscicapinus,Buff-cheeked Greenlet,https://www.xeno-canto.org/211198/download,XC211198-HYLMUS03.mp3,27,,A
8803,505821,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/505821/download,XC505821-Hylophilus ochraceiceps_sao gabriel_1095.mp3,51,,A
8804,499822,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/499822/download,XC499822-Hylophilus ochraceiceps_Carajas_1057.mp3,52,,A
8805,495161,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/495161/download,XC495161-Hylophilus ochraceiceps_Itaituba_1569.mp3,19,,A
8806,482183,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/482183/download,XC482183-Hylophilus ochraceiceps DCB 614-6.mp3,74,"Lipaugus vociferans, Tyrannulus elatus, Tyranneutes stolzmanni, Myrmoborus myotherinus, Brotogeris chrysoptera",A
8807,439205,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/439205/download,XC439205-181010_3713 Tawny-crowned Greenlet 40ft Serra Nova 0700 mp3 amp.mp3,18,,A
8808,388512,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/388512/download,XC388512-Hylophilus ochraceiceps.mp3,12,,A
8809,381541,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/381541/download,XC381541-170711_05_Tochraceiceps_boa.mp3,31,"Lipaugus vociferans, Cercomacra cinerascens, Pheugopedius coraya, Hypocnemis striata, Monasa morphoeus",A
8810,270735,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/270735/download,XC270735-Tawny-crowned Greenlet song.mp3,39,,A
8811,270734,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/270734/download,XC270734-Tawny-crowned Greenlet song 1.mp3,32,,A
8812,224385,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/224385/download,XC224385-Tawny-crowned Greenlet A 13866.mp3,49,,A
8813,211389,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/211389/download,XC211389-HYLOCH25.mp3,64,"Capito auratus, Pygiptila stellaris, Myrmotherula menetriesii, Myrmotherula brachyura",A
8814,211375,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/211375/download,XC211375-HYLOCH03.mp3,21,"Myrmotherula menetriesii, Myrmoborus myotherinus",A
8815,211374,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/211374/download,XC211374-HYLOCH06.mp3,24,,A
8816,68496,Hylophilus,ochraceiceps,Tawny-crowned Greenlet,https://www.xeno-canto.org/68496/download,Hylophilus_ochraceiceps_2004b-FRL_BR_12_1049-1076_1_S.mp3,15,,A
8817,477188,Cyanocorax,violaceus,Violaceous Jay,https://www.xeno-canto.org/477188/download,XC477188-Cyanocorax violaceus-004.mp3,27,,A
8818,401516,Cyanocorax,violaceus,Violaceous Jay,https://www.xeno-canto.org/401516/download,XC401516-Cyanocorax violaceus_Amajari_1198.mp3,19,,A
8819,469281,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/469281/download,XC469281-Gralha azul (Cyanocorax caeruleus-OK) 16-4-2019 6e52.mp3,6,,A
8820,414828,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/414828/download,XC414828-Gralha azul3 (Cyanocorax caeruleus-OK-OK).mp3,12,,A
8821,414827,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/414827/download,XC414827-Gralha azul ANT (Cyanocorax caeruleus-OK-OK).mp3,13,Attila rufus,A
8822,414826,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/414826/download,XC414826-Gralha azul MORRETES (Cyanocorax caeruleus-OK).mp3,3,Furnarius rufus,A
8823,347731,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/347731/download,XC347731-Cyanocorax_caeruleus_Itanhaem_SP_21_Dec_2016_RSS.mp3,53,,A
8824,294707,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/294707/download,XC294707-Corvidae_Cyanocorax_caeruleus_24_02_2013_H14_40_Doutor_Pedrinho.mp3,33,,A
8825,288518,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/288518/download,XC288518-PESC1_5_Ccaer.mp3,34,,A
8826,236554,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/236554/download,XC236554-1039_01.mp3,94,,A
8827,108965,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/108965/download,Cyanocorax-caeruleus-Guarau-SP-Brazil10-99-ASilveira.mp3,12,,A
8828,96182,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/96182/download,Cyanocorax_caeruleus-357289.mp3,21,,A
8829,45756,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/45756/download,Corvidae._Cyanocorax_caeruleus_PM_Lagoa_do_Peri_Fpolis_10.03.2010_EL.mp3,22,,A
8830,30062,Cyanocorax,caeruleus,Azure Jay,https://www.xeno-canto.org/30062/download,Cyanocorax caeruleus_RPPN Rio das Lontras_Aguas Mornas_SC_04-II-2009.mp3,53,,A
8831,461351,Cyanocorax,cyanomelas,Purplish Jay,https://www.xeno-canto.org/461351/download,XC461351-Gralha do pantanal (Cyanocorax cyanomelas-OK) 2‎-3-2019 ‏‎13e10.mp3,6,,A
8832,415259,Cyanocorax,cyanomelas,Purplish Jay,https://www.xeno-canto.org/415259/download,XC415259-Gralha do pantanal (Cyanocorax cyanomelas-OK-OK).mp3,9,Crypturellus undulatus,A
8833,400317,Cyanocorax,cyanomelas,Purplish Jay,https://www.xeno-canto.org/400317/download,XC400317-B0360804 cyan cyanome 400.mp3,11,,A
8834,171668,Cyanocorax,cyanomelas,Purplish Jay,https://www.xeno-canto.org/171668/download,XC171668-Cyanococorax cyanomelas_Pocone_1500.mp3,65,,A
8835,23719,Cyanocorax,cyanomelas,Purplish Jay,https://www.xeno-canto.org/23719/download,Cyanocorax cyanomelas-PKD225:12.mp3,11,"Poecilotriccus latirostris, Antilophia galeata",A
8836,423521,Cyanocorax,cristatellus,Curl-crested Jay,https://www.xeno-canto.org/423521/download,XC423521-Gralha do campo2 29-06 6e41 (Cyanocorax cristatellus-OK-OK).mp3,25,,A
8837,423378,Cyanocorax,cristatellus,Curl-crested Jay,https://www.xeno-canto.org/423378/download,XC423378-C. cristatelus.mp3,27,,A
8838,415055,Cyanocorax,cristatellus,Curl-crested Jay,https://www.xeno-canto.org/415055/download,XC415055-Gralha do campo (Cyanocorax cristatellus-OK-OK).mp3,4,,A
8839,330536,Cyanocorax,cristatellus,Curl-crested Jay,https://www.xeno-canto.org/330536/download,XC330536-Cyanococorax cristatelus_Chapada_1334.mp3,29,,A
8840,130924,Cyanocorax,cristatellus,Curl-crested Jay,https://www.xeno-canto.org/130924/download,XC130924-gralha-do-campoPAULA CANDIDO.mp3,25,,A
8841,38080,Cyanocorax,cristatellus,Curl-crested Jay,https://www.xeno-canto.org/38080/download,R09_2368-Curl-crested-Jay.mp3,44,,A
8842,407250,Cyanocorax,cayanus,Cayenne Jay,https://www.xeno-canto.org/407250/download,XC407250-Cyanocorax cayanus_Virua_1086.mp3,39,,A
8843,212845,Cyanocorax,heilprini,Azure-naped Jay,https://www.xeno-canto.org/212845/download,XC212845-Corvidae_Cyanocorax_ hafferi_15_08_2014_H16_29_Borba_AM.mp3,23,,A
8844,461392,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/461392/download,XC461392-Gralha picaca (Cyanocorax chrysops-OK) 1 3-3-2019 14e59.mp3,12,,A
8845,457473,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/457473/download,XC457473-Cyanocorax chrysops4.mp3,162,,A
8846,296527,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/296527/download,XC296527-Cyanococorax chrysops_Sao Roque_1028.mp3,74,,A
8847,174636,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/174636/download,XC174636-Corvidae_Cyanocorax_chrysops_06_02_2012_H17_15_Florestal_Gateados_Campo_Belo_do_Sul_SC.mp3,40,,A
8848,167331,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/167331/download,XC167331-Cyanocorax chrysops_Machadinho_1189.mp3,40,,A
8849,122405,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/122405/download,"XC122405-Cyanocorax chrysops (Vieillot, 1818).mp3",21,,A
8850,51417,Cyanocorax,chrysops,Plush-crested Jay,https://www.xeno-canto.org/51417/download,C.crysops song- Pains MG - HJCP-0233.mp3,33,,A
8851,493231,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/493231/download,XC493231-16-7-2019 7e37 gralha cancan.mp3,30,"Turdus leucomelas, Saltator atricollis",A
8852,493229,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/493229/download,XC493229-16-7-2019 7e31 Gralha cancan.mp3,33,Troglodytes aedon,A
8853,436505,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/436505/download,XC436505-Gralha cancan (Cyanocorax cyanopogon-OK)‎17‎-09-2018 ‏‎16e38.mp3,1,,A
8854,428441,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/428441/download,XC428441-Gralha cancan (Cyanocorax cyanopogon-OK)12-07 14e23.mp3,11,,A
8855,415050,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/415050/download,XC415050-Gralha can can adulto (Cyanocorax cyanopogon-OK-OK).mp3,10,,A
8856,413525,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/413525/download,XC413525-Gralha cancan2 (Cyanocorax cyanopogon-OK-OK).mp3,25,,A
8857,251843,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/251843/download,XC251843-Cyanocorax_cyanopogon_Ourolandia_BA_04_June_2015_RSS.mp3,30,,A
8858,135308,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/135308/download,"XC135308-BRITO,146 (Cyanocorax cyanopogon).mp3",60,,A
8859,114952,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/114952/download,XC114952-cancao.mp3,32,,A
8860,48577,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/48577/download,"Cyanocorax cyanopogon2, Fazenda Siri, Floresta do Navio, PE 02-05-2010.mp3",50,,A
8861,23216,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/23216/download,Cyanocorax_cyanopogon_dueto_JRN_Juazeiro-BA_01.mp3,57,,A
8862,4910,Cyanocorax,cyanopogon,White-naped Jay,https://www.xeno-canto.org/4910/download,1384_Cyanocorax cyanopogon_F12_Icapui_28_V_2005_Ciro Albano1.mp3,36,,A
8863,522421,Tachycineta,albiventer,White-winged Swallow,https://www.xeno-canto.org/522421/download,XC522421-Andorinha do rio SERRA 11-11-2019 16e35.mp3,21,,A
8864,506682,Tachycineta,albiventer,White-winged Swallow,https://www.xeno-canto.org/506682/download,XC506682-Andorinha do rio2 11-11-2019 16e38.mp3,31,,A
8865,505154,Tachycineta,leucorrhoa,White-rumped Swallow,https://www.xeno-canto.org/505154/download,XC505154-Andorinhas de sobre branco (icognita-OK)  29-10-2019 5e6.mp3,36,Nyctidromus albicollis,A
8866,82409,Tachycineta,leucorrhoa,White-rumped Swallow,https://www.xeno-canto.org/82409/download,TACLEU06.mp3,7,Rhynchotus rufescens,A
8867,497556,Progne,subis,Purple Martin,https://www.xeno-canto.org/497556/download,XC497556-VID_20190307_183215851.mp3,19,Progne tapera,A
8868,493253,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/493253/download,XC493253-17-7-2019 8e57 Andorinha grande de casa.mp3,5,,A
8869,448458,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/448458/download,XC448458-Andorinha domestica grande (Progne chalybea-OK)  28-12-18 17e7.mp3,6,,A
8870,401365,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/401365/download,XC401365-Andorinha grande (Progne chalybea-OK-OK).mp3,8,,A
8871,345266,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/345266/download,XC345266-PROCHA08.mp3,49,,A
8872,288522,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/288522/download,XC288522-PROCHA12.mp3,27,Saltator maximus,A
8873,149014,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/149014/download,XC149014-andorinha-domestica-grande.mp3,23,,A
8874,70798,Progne,chalybea,Grey-breasted Martin,https://www.xeno-canto.org/70798/download,Progne chalybea0606-1 SE.mp3,106,"Coereba flaveola, Patagioenas cayennensis, Guira guira",A
8875,443358,Progne,tapera,Brown-chested Martin,https://www.xeno-canto.org/443358/download,XC443358-Andorinha do campo SERRA (Progne tapera-OK-OK) 23-09-18 8e8.mp3,71,"Volatinia jacarina, Columbina talpacoti, Brotogeris chiriri",A
8876,401364,Progne,tapera,Brown-chested Martin,https://www.xeno-canto.org/401364/download,XC401364-Andorinha do campo (Progne tapera-OK).mp3,72,,A
8877,395706,Progne,tapera,Brown-chested Martin,https://www.xeno-canto.org/395706/download,XC395706-Progne tapera_26_VIII_2017_Michellin.mp3,24,,A
8878,115528,Progne,tapera,Brown-chested Martin,https://www.xeno-canto.org/115528/download,XC115528-Brown-chested Martin2012-10-11-2.mp3,66,,A
8879,115527,Progne,tapera,Brown-chested Martin,https://www.xeno-canto.org/115527/download,XC115527-Brown-chested Martin2012-10-11-1.mp3,66,,A
8880,6547,Progne,tapera,Brown-chested Martin,https://www.xeno-canto.org/6547/download,HI-0156-Brown-chested-Martin.mp3,41,"Columbina talpacoti, Sporophila caerulescens, Troglodytes aedon, Guira guira",A
8881,504236,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/504236/download,XC504236-24-10-2019 12e50 Andorinha pequena de casa (Pygochelidon cyanoleuca-OK).mp3,58,,A
8882,469232,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/469232/download,XC469232-Andorinha pequena de casa (Pygochelidon cyanoleuca-OK) 14-4-2019 ‏‎11e10.mp3,37,,A
8883,468125,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/468125/download,XC468125-P cyanoleuca três ind_mp3.mp3,54,,A
8884,459549,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/459549/download,XC459549-P. cyanoleuca_2_mp3.mp3,58,,A
8885,339584,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/339584/download,XC339584-HJCP125.mp3,57,,A
8886,285513,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/285513/download,XC285513-Pygochelidon cyanoleuca_Santo Antonio_1923.mp3,29,,A
8887,236128,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/236128/download,XC236128-1119_01.mp3,137,,A
8888,211416,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/211416/download,XC211416-NOTCYA06.mp3,40,"Camptostoma obsoletum, Procnias nudicollis",A
8889,132310,Notiochelidon,cyanoleuca,Blue-and-white Swallow,https://www.xeno-canto.org/132310/download,XC132310-andorinha-de-pequena-casa.mp3,44,,A
8890,66580,Atticora,fasciata,White-banded Swallow,https://www.xeno-canto.org/66580/download,ATTFAS02.mp3,19,,A
8891,494087,Neochelidon,tibialis,White-thighed Swallow,https://www.xeno-canto.org/494087/download,XC494087-2-8-2019 16e57 Calcinha branca.mp3,19,"Vireo chivi, Ramphastos tucanus",A
8892,494086,Neochelidon,tibialis,White-thighed Swallow,https://www.xeno-canto.org/494086/download,XC494086-2-8-2019 16e1 Calcinha branca.mp3,20,Cyclarhis gujanensis,A
8893,476469,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/476469/download,XC476469-Andorinha serradoura (Stelgidopteryx ruficollis-OK) UFG 7-5-2019 10e10.mp3,10,,A
8894,476468,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/476468/download,XC476468-Andorinha serradoura (Stelgidopteryx ruficollis-OK)  UFG 10-5-2019 9e28.mp3,19,"Pheugopedius genibarbis, Philohydor lictor",A
8895,470019,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/470019/download,XC470019-Andorinha serradoura (Stelgidopteryx ruficollis-OK) 12-4-2019 7e35.mp3,22,,A
8896,466366,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/466366/download,XC466366-Andorinha serradoura (Stelgidopteryx ruficollis-OK wiki) 12-4-2019 7e35.mp3,22,Pitangus sulphuratus,A
8897,255967,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/255967/download,XC255967-GRTE5_33_Srufi.mp3,37,,A
8898,129797,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/129797/download,XC129797-20110918-1600-1069-BR-MT-Cristalino Reserve-Southern Rough-winged Swallow_2.mp3,58,Glaucidium hardyi,A
8899,82408,Stelgidopteryx,ruficollis,Southern Rough-winged Swallow,https://www.xeno-canto.org/82408/download,STERUF03.mp3,28,"Mackenziaena severa, Todirostrum poliocephalum, Turdus rufiventris",A
8900,506251,Alopochelidon,fucata,Tawny-headed Swallow,https://www.xeno-canto.org/506251/download,XC506251-Andorinha morena filhote (Alopochelidon fucata-OK) 7-11-2019 6e13.mp3,12,,A
8901,497745,Alopochelidon,fucata,Tawny-headed Swallow,https://www.xeno-canto.org/497745/download,XC497745-Andorinha morena1 (Alopochelidon fucata-OK)  22-7-2019 8e1.mp3,35,Cariama cristata,A
8902,497744,Alopochelidon,fucata,Tawny-headed Swallow,https://www.xeno-canto.org/497744/download,XC497744-Andorinha morena Codorna (Alopochelidon fucata-OK) 22-7-2019 7e32.mp3,32,Nothura maculosa,A
8903,350096,Alopochelidon,fucata,Tawny-headed Swallow,https://www.xeno-canto.org/350096/download,XC350096-Alopochelidon_fucata_Patrocinio_MG_31_Aug_2011_RSS.mp3,13,,A
8904,288372,Alopochelidon,fucata,Tawny-headed Swallow,https://www.xeno-canto.org/288372/download,XC288372-PESC2_13_Afuca.mp3,18,,A
8905,151133,Alopochelidon,fucata,Tawny-headed Swallow,https://www.xeno-canto.org/151133/download,XC151133-25082013_Alopochelidon_fucata_Patrocínio MG.mp3,17,,A
8906,288343,Hirundo,rustica,Barn Swallow,https://www.xeno-canto.org/288343/download,XC288343-GRTE4_59_Hrust.mp3,12,,A
8907,288339,Hirundo,rustica,Barn Swallow,https://www.xeno-canto.org/288339/download,XC288339-GRTE4_48_Rripa.mp3,21,,A
8908,288338,Hirundo,rustica,Barn Swallow,https://www.xeno-canto.org/288338/download,XC288338-GRTE4_44_Hrust.mp3,48,,A
8909,286592,Hirundo,rustica,Barn Swallow,https://www.xeno-canto.org/286592/download,XC286592-GRTE4_6_Hrust.mp3,26,,A
8910,443422,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/443422/download,XC443422-Japacanim2 (Donacobius atricapilla-OK-OK) 16-11-18 9e1.mp3,8,,A
8911,443421,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/443421/download,XC443421-Japacanim (Donacobius atricapilla-OK-OK)16-11-18 7e14.mp3,3,,A
8912,443420,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/443420/download,XC443420-Japacanim (Donacobius atricapilla-OK-OK) 16-11-18 9e4.mp3,23,"Brotogeris chiriri, Pitangus sulphuratus",A
8913,443419,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/443419/download,XC443419-Japacanim (Donacobius atricapilla-OK-OK) 15-11-18 9e40.mp3,6,Vanellus chilensis,A
8914,443418,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/443418/download,XC443418-Japacanim (Donacobius atricapilla-OK-OK) 15-11-18 9e30.mp3,18,Diopsittaca nobilis,A
8915,415420,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/415420/download,XC415420-Japacanim (Donacobius atricapilla-OK-OK).mp3,42,,A
8916,384313,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/384313/download,XC384313-JAPACANIM 26082017-0904.mp3,238,"Turdus rufiventris, Stelgidopteryx ruficollis, Cantorchilus longirostris, Elaenia flavogaster, Myiozetetes similis, Phacellodomus erythrophthalmus, Mackenziaena severa, Trogon viridis, Turdus flavipes, Tangara seledon, Dacnis cayana, Ramphocelus bresilia",A
8917,347854,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/347854/download,XC347854-Donacobius_atricapillus_Itanhaem_SP_15_Dec_2016_song_RSS.mp3,24,,A
8918,287955,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/287955/download,"XC287955-Black-capped Donacobius, 30.10., song.mp3",18,,A
8919,286533,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/286533/download,"XC286533-Black-capped Donacobius, call-song, 27.09., Wetlands.mp3",40,,A
8920,222463,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/222463/download,XC222463-Black-capped Donacobius A 11962.mp3,5,,A
8921,222462,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/222462/download,XC222462-Black-capped Donacobius A 11961.mp3,14,,A
8922,222461,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/222461/download,XC222461-Black-capped Donacobius A 11963.mp3,44,,A
8923,211854,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/211854/download,XC211854-DONATR06.mp3,54,"Cyclarhis gujanensis, Hylophilus pectoralis, Ortalis canicollis",A
8924,186247,Donacobius,atricapilla,Black-capped Donacobius,https://www.xeno-canto.org/186247/download,XC186247-F155 Donacobius atricapilla (div calls of 4 individuals)CafelandiaSP250611.mp3,15,,A
