,index,file_id,genus,species,name,download_url,file_name,duration,other_species_in_recording,quality
8678,16067,118886,Synallaxis,albilora,White-lored Spinetail,https://www.xeno-canto.org/118886/download,XC118886-Synallaxis simoni_Pium.MP3,20,,B
8679,16068,80874,Synallaxis,albilora,White-lored Spinetail,https://www.xeno-canto.org/80874/download,SYNABL03.mp3,35,"Crypturellus undulatus, Ortalis canicollis, Tapera naevia, Cranioleuca vulpina",B
8680,16069,70098,Synallaxis,albilora,White-lored Spinetail,https://www.xeno-canto.org/70098/download,Synallaxis albilora0601-2.mp3,145,"Campylorhynchus turdinus, Anodorhynchus hyacinthinus",B
8681,16072,493635,Synallaxis,hellmayri,Red-shouldered Spinetail,https://www.xeno-canto.org/493635/download,XC493635-Red-shouldered Spinetail_Canudos_Br_31oct2017_FSchmitt_1.mp3,26,,B
8682,16073,230305,Synallaxis,hellmayri,Red-shouldered Spinetail,https://www.xeno-canto.org/230305/download,XC230305-Red-shouldered Spinetail B 5346.mp3,32,,B
8683,16076,230302,Synallaxis,hellmayri,Red-shouldered Spinetail,https://www.xeno-canto.org/230302/download,XC230302-Red-shouldered Spinetail B 5350.mp3,54,,B
8684,16079,466950,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/466950/download,XC466950-Synallaxis ruficapilla.mp3,21,,B
8685,16082,385431,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/385431/download,XC385431-Synallaxis ruficapilla_Piedade_1832.mp3,30,,B
8686,16083,328924,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/328924/download,XC328924-STE-014 pichorore.mp3,28,"Thamnophilus caerulescens, Cacicus chrysopterus",B
8687,16084,299018,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/299018/download,XC299018-97 Synallaxis ruficapilla(song)141011Varanal_TelêmacoBorbaPR.mp3,24,,B
8688,16085,278536,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/278536/download,XC278536-SYNWHI28.mp3,75,,B
8689,16086,278530,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/278530/download,XC278530-SYNWHI02.mp3,30,Tolmomyias flaviventris,B
8690,16087,278471,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/278471/download,XC278471-SYNWHI01.mp3,25,,B
8691,16088,230354,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230354/download,XC230354-Rufous-capped Spinetail B 5229.mp3,22,,B
8692,16089,230353,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230353/download,XC230353-Rufous-capped Spinetail B 5216.mp3,30,,B
8693,16090,230352,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230352/download,XC230352-Rufous-capped Spinetail B 5215.mp3,34,,B
8694,16091,230351,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230351/download,XC230351-Rufous-capped Spinetail B 5221.mp3,37,,B
8695,16092,230350,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230350/download,XC230350-Rufous-capped Spinetail B 5218.mp3,33,,B
8696,16093,230349,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230349/download,XC230349-Rufous-capped Spinetail B 5217.mp3,85,,B
8697,16094,230348,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/230348/download,XC230348-Rufous-capped Spinetail B 5224.mp3,62,,B
8698,16095,210944,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/210944/download,XC210944-Synallaxis_ruficapilla_20-01-2015_RIO_DO_MEIO.mp3,26,,B
8699,16096,190589,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/190589/download,XC190589-Synallaxis_ruficapilla_Siderópolis_Panasonic_09_08_2014.mp3,29,,B
8700,16100,135975,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/135975/download,XC135975-pichororé.mp3,33,,B
8701,16101,124807,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/124807/download,XC124807-130312_006.mp3,26,,B
8702,16102,123926,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/123926/download,XC123926-Synallaxis ruficapilla_Piracicaba_1189.mp3,33,,B
8703,16105,80910,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/80910/download,SYNWHI06.mp3,29,"Herpsilochmus rufimarginatus, Formicivora iheringi",B
8704,16106,80896,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/80896/download,SYNRCP24.mp3,31,"Drymophila ferruginea, Drymophila ochropyga, Anabazenops fuscus, Chiroxiphia caudata",B
8705,16108,58337,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/58337/download,Synallaxis ruficapilla_Hotel Simon_PN Itatiaia_Rio de Janeiro_Brasil_25FEB2004 am c_Bernabe Lopez-Lanus.mp3,21,,B
8706,16109,42829,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/42829/download,Furnariidae._Synallaxis_ruficapilla_Salseiro_Vidal_Ramos_15.01.2010_song_ELXC.mp3,30,Chiroxiphia caudata,B
8707,16112,13063,Synallaxis,ruficapilla,Rufous-capped Spinetail,https://www.xeno-canto.org/13063/download,Synallaxis ruficapilla.mp3,39,"Chiroxiphia caudata, Basileuterus culicivorus, Myrmoderus loricatus, Schiffornis virescens",B
8708,16117,340359,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/340359/download,XC340359-Synallaxis_whitneyi-2210859.mp3,43,,B
8709,16118,277749,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/277749/download,XC277749-SYNWHI10.mp3,127,"Turdus rufiventris, Gnorimopsar chopi",B
8710,16119,230227,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/230227/download,XC230227-Bahia Spinetail B 5092.mp3,38,,B
8711,16120,230226,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/230226/download,XC230226-Bahia Spinetail B 5091.mp3,55,,B
8712,16121,230225,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/230225/download,XC230225-Bahia Spinetail B 5090.mp3,65,,B
8713,16122,230224,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/230224/download,XC230224-Bahia Spinetail B 5089.mp3,23,,B
8714,16123,230222,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/230222/download,XC230222-Bahia Spinetail C 5087.mp3,33,,B
8715,16124,122971,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/122971/download,XC122971-Synallaxis whitney130127_T110.mp3,57,"Chiroxiphia caudata, Drymophila ferruginea, Tiaris fuliginosus, Basileuterus culicivorus",B
8716,16127,80915,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/80915/download,SYNWHI19.mp3,22,Chiroxiphia caudata,B
8717,16128,80913,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/80913/download,SYNWHI17.mp3,57,,B
8718,16129,15521,Synallaxis,cinerea,Bahia Spinetail,https://www.xeno-canto.org/15521/download,955_Synallaxis cinerea_Itubera_Ba_27_VIII_2007_Ciro Albano1.mp3,34,,B
8719,16130,500940,Synallaxis,infuscata,Pinto's Spinetail,https://www.xeno-canto.org/500940/download,XC500940-Synallaxis infuscata DCB 424-5.mp3,173,"Coereba flaveola, Saltator maximus, Thraupis palmarum, Myiophobus fasciatus, Tyrannus melancholicus",B
8720,16131,500938,Synallaxis,infuscata,Pinto's Spinetail,https://www.xeno-canto.org/500938/download,XC500938-Synallaxis infuscata DCB 424-2.mp3,137,"Coereba flaveola, Hemitriccus griseipectus, Saltator maximus, Lathrotriccus euleri, Pteroglossus aracari",B
8721,16133,279070,Synallaxis,infuscata,Pinto's Spinetail,https://www.xeno-canto.org/279070/download,XC279070-SYNINF04.mp3,155,"Elaenia flavogaster, Pitangus sulphuratus, Pheugopedius genibarbis, Cyclarhis gujanensis, Donacobius atricapilla, Poecilotriccus fumifrons",B
8722,16134,163656,Synallaxis,infuscata,Pinto's Spinetail,https://www.xeno-canto.org/163656/download,XC163656-Synallaxis_infuscata-FL Pedro Talhada Brazil93.mp3,36,,B
8723,16135,80890,Synallaxis,infuscata,Pinto's Spinetail,https://www.xeno-canto.org/80890/download,SYNINF05.mp3,25,"Patagioenas speciosa, Thamnophilus torquatus, Pheugopedius genibarbis, Volatinia jacarina",B
8724,16136,80889,Synallaxis,infuscata,Pinto's Spinetail,https://www.xeno-canto.org/80889/download,SYNINF03.mp3,37,"Pitangus sulphuratus, Thraupis palmarum, Tiaris fuliginosus",B
8725,16137,344999,Synallaxis,hypospodia,Cinereous-breasted Spinetail,https://www.xeno-canto.org/344999/download,XC344999-Synallaxis_hypospodia-1849795.mp3,30,,B
8726,16138,80887,Synallaxis,hypospodia,Cinereous-breasted Spinetail,https://www.xeno-canto.org/80887/download,SYNHYP04.mp3,28,"Chloroceryle amazona, Elaenia flavogaster, Pitangus sulphuratus",B
8727,16139,80886,Synallaxis,hypospodia,Cinereous-breasted Spinetail,https://www.xeno-canto.org/80886/download,SYNHYP03.mp3,24,"Columbina squammata, Thamnophilus doliatus",B
8728,16142,60880,Synallaxis,hypospodia,Cinereous-breasted Spinetail,https://www.xeno-canto.org/60880/download,SPINETAIL Cinereous-breasted_03_Rio Pixaim_Transpantaneira_BR_14NOV95_Miguel Castelino.mp3,20,,B
8729,16143,60879,Synallaxis,hypospodia,Cinereous-breasted Spinetail,https://www.xeno-canto.org/60879/download,SPINETAIL Cinereous-breasted_02_Rio Pixaim_Transpantaneira_BR_9DIC92_Miguel Castelino.mp3,32,,B
8730,16144,60878,Synallaxis,hypospodia,Cinereous-breasted Spinetail,https://www.xeno-canto.org/60878/download,SPINETAIL Cinereous-breasted_01_Santa Isabel_Transpantaneira_BR_7SEP97_rpb_Miguel Castelino.mp3,28,,B
8731,16146,506444,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/506444/download,XC506444-LS110394 Synspi.mp3,41,Rupornis magnirostris,B
8732,16149,423380,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/423380/download,XC423380-S. spixi.mp3,20,,B
8733,16151,351963,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/351963/download,XC351963-Synallaxis-spixi-20-07-2014-07h18min-Poço-Danta-Juiz-de-Fora-MG.mp3,35,,B
8734,16152,349037,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/349037/download,XC349037-Synallaxis spixi_Jacarei_1561.mp3,28,Synallaxis spixi,B
8735,16153,348895,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/348895/download,XC348895-Synallaxis spixi 1.mp3,48,Megarynchus pitangua,B
8736,16154,342281,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/342281/download,XC342281-Synallaxis spixi.mp3,30,"Saltator similis, Crypturellus obsoletus",B
8737,16156,295595,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/295595/download,"XC295595-Spix's Spinetail, 16.12., Agulhas Negras.mp3",44,,B
8738,16158,230377,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/230377/download,XC230377-Chicli Spinetail B 5203.mp3,20,,B
8739,16159,230374,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/230374/download,XC230374-Chicli Spinetail B 5200.mp3,22,,B
8740,16160,230373,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/230373/download,XC230373-Chicli Spinetail B 5199.mp3,24,,B
8741,16162,230368,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/230368/download,XC230368-Chicli Spinetail B 5192.mp3,20,,B
8742,16163,230366,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/230366/download,XC230366-Chicli Spinetail B 5188.mp3,32,,B
8743,16165,207575,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/207575/download,XC207575-Spix Spinetail_ItitiaiaNP_Dreyer.mp3,33,,B
8744,16166,207574,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/207574/download,XC207574-Ititiaia spinetail_dreyer.mp3,32,,B
8745,16167,206886,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/206886/download,XC206886-Synallaxis_spixi_14-12-2014_SERRA_DA_ROCINHA_845m.mp3,23,,B
8746,16173,170805,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/170805/download,XC170805-spixi_lp_24_oct_2013_9h_1.mp3,33,"Zonotrichia capensis, Thraupis sayaca",B
8747,16174,166274,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/166274/download,XC166274-Synallaxis_spixi_joao_tenenem_1.mp3,27,,B
8748,16178,114246,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/114246/download,XC114246-Synallaxis_spixiJF2.mp3,32,,B
8749,16179,114245,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/114245/download,XC114245-Synallaxis_spixi-Viçosa.mp3,22,,B
8750,16181,98548,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/98548/download,R09_0009Spixs Spinetail_ACL.mp3,23,"Basileuterus culicivorus, Volatinia jacarina",B
8751,16184,87518,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/87518/download,D0150000.mp3,40,,B
8752,16185,77930,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/77930/download,FLF_Synallaxis_spixi.mp3,63,"Dysithamnus mentalis, Pachyramphus polychopterus, Chiroxiphia caudata",B
8753,16186,43751,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/43751/download,Furnariidae._Synallaxis_spixi_Angelina_Centro_31.01.2010_ELXC.mp3,28,,B
8754,16187,42838,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/42838/download,Furnariidae._Synallaxis_spixi_Salseiro_Vidal_Ramos_16.01.2010_ELXC.mp3,25,Sporophila caerulescens,B
8755,16189,28745,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/28745/download,Synallaxis spixii_Cerro Azul_ZA REBIO SASSAFRAS_Doutor Pedrinho_SC_02-VIII-2007.mp3,55,Cyclarhis gujanensis,B
8756,16190,21820,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/21820/download,Synallaxis_spixi_(Spixs_Spinetail)E.P.23.07.08.mp3,42,"Troglodytes aedon, Thamnophilus ruficapillus",B
8757,16191,20378,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/20378/download,BD_2008-04-08_Synallaxis_spixiiXC.mp3,58,,B
8758,16192,17584,Synallaxis,spixi,Spix's Spinetail,https://www.xeno-canto.org/17584/download,HI-0193-Spixs-Spinetail.mp3,31,"Columbina talpacoti, Saltator maximus",B
8759,16194,357140,Synallaxis,albigularis,Dark-breasted Spinetail,https://www.xeno-canto.org/357140/download,XC357140-Synallaxis albigularis_Itapiranga_1211.mp3,22,,B
8760,16195,179539,Synallaxis,albigularis,Dark-breasted Spinetail,https://www.xeno-canto.org/179539/download,XC179539-Synallaxis albigularis_Aranapu_1032.mp3,36,,B
8761,16196,91714,Synallaxis,albigularis,Dark-breasted Spinetail,https://www.xeno-canto.org/91714/download,SYNABG04.mp3,20,"Leptotila verreauxi, Saltator coerulescens",B
8762,16197,517453,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/517453/download,XC517453-ui pi.mp3,24,,B
8763,16198,510891,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/510891/download,XC510891-Synallaxis albescens_Mostardas_1103.mp3,41,,B
8764,16199,466506,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/466506/download,XC466506-Synallaxis albescens170920_T1902.mp3,38,"Troglodytes aedon, Brotogeris sanctithomae, Todirostrum maculatum",B
8765,16200,466505,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/466505/download,XC466505-Synallaxis albescens170920_T1901.mp3,77,"Amazona festiva, Columbina passerina, Volatinia jacarina, Troglodytes aedon, Brotogeris sanctithomae",B
8766,16205,230156,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/230156/download,XC230156-Pale-breasted Spinetail B 5179.mp3,40,,B
8767,16206,230155,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/230155/download,XC230155-Pale-breasted Spinetail A 5180.mp3,45,,B
8768,16210,167290,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/167290/download,XC167290-Synallaxis albescens_Machadinho_1053.mp3,90,,B
8769,16212,151196,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/151196/download,XC151196-Barr32_Salbe.mp3,22,Rhynchotus rufescens,B
8770,16213,119026,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/119026/download,XC119026-Synallaxis albescens_São Felix.MP3,20,,B
8771,16216,37243,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/37243/download,Synallaxis albescens.mp3,43,,B
8772,16217,6324,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/6324/download,Synallaxis albescens_F20_Itatira_2004_Ciro Albano.mp3,31,Sporophila lineola,B
8773,16218,4768,Synallaxis,albescens,Pale-breasted Spinetail,https://www.xeno-canto.org/4768/download,Synallaxis albescens_Garanhuns_PE_Brazil_Glauco.mp3,27,,B
8774,16219,487957,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/487957/download,XC487957-Synallaxis frontalis DCB 619-12.mp3,136,,B
8775,16222,444939,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/444939/download,XC444939-Petrim1 (Synallaxis frontalis-OK-OK).mp3,26,"Coryphospingus cucullatus, Diopsittaca nobilis",B
8776,16224,385488,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/385488/download,XC385488-Synallaxis frontalis_Domingos_1850.mp3,41,,B
8777,16225,348952,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/348952/download,XC348952-STE-018 petrim xc.mp3,36,,B
8778,16226,337226,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/337226/download,"XC337226-Sooty-fronted Spinetail, 29.09., song, Cipo.mp3",70,,B
8779,16227,318354,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/318354/download,XC318354-Sooty-fronted Spinetail Mata do Passarinho 6h00 24MAR16.mp3,22,,B
8780,16228,279078,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/279078/download,XC279078-SYNFRO03.mp3,33,"Thamnophilus pelzelni, Trogon surrucura",B
8781,16229,230268,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/230268/download,XC230268-Sooty-fronted Spinetail B 5144.mp3,29,,B
8782,16230,230265,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/230265/download,XC230265-Sooty-fronted Spinetail B 5142.mp3,28,,B
8783,16233,230262,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/230262/download,XC230262-Sooty-fronted Spinetail B 5139.mp3,26,,B
8784,16235,230258,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/230258/download,XC230258-Sooty-fronted Spinetail B 5148.mp3,21,,B
8785,16236,212262,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/212262/download,XC212262-F474 Synallaxis frontalis(song)(301010)Garca.mp3,33,,B
8786,16237,197279,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/197279/download,"XC197279-BRITO,151 (S. frontalis).mp3",34,,B
8787,16240,171437,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/171437/download,XC171437-Synallaxis.mp3,20,,B
8788,16241,171183,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/171183/download,XC171183-Synallaxis frontalis_Jauru_1417.mp3,32,Thamnophilus doliatus,B
8789,16242,158740,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/158740/download,XC158740-Synallaxis frontalis_Nado_1251.mp3,40,,B
8790,16243,123925,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/123925/download,XC123925-Synallaxis frontalis_Piracicaba_1022.mp3,32,,B
8791,16244,119000,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/119000/download,XC119000-Synallaxis frontalis_Carajas_1425.mp3,31,Cercomacra cinerascens,B
8792,16247,96544,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/96544/download,petrim (Synallaxis frontalis)0.mp3,35,,B
8793,16248,96540,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/96540/download,petrim (Synallaxis frontalis).mp3,21,,B
8794,16249,93510,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/93510/download,R09_0008Synallaxis frontalis_ACL.mp3,28,"Cyclarhis gujanensis, Basileuterus culicivorus, Tachyphonus rufus, Trichothraupis melanops",B
8795,16251,77981,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/77981/download,FLF_Synallaxis_frontalis_song.mp3,25,,B
8796,16252,71599,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/71599/download,Synallaxis frontalis (PN).mp3,36,,B
8797,16254,39376,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/39376/download,"S. frontalis, Mata do Estado 29-09-2009.mp3",22,"Coereba flaveola, Troglodytes aedon, Elaenia flavogaster",B
8798,16256,11592,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/11592/download,014-090-Sooty-fronted-Spinetail.mp3,26,"Turdus leucomelas, Synallaxis scutata",B
8799,16258,7214,Synallaxis,frontalis,Sooty-fronted Spinetail,https://www.xeno-canto.org/7214/download,Synallaxis frontalis_Us. Utinga Leao_Rio Largo_Alagoas_01-04-05_Glauco.mp3,27,"Troglodytes aedon, Pheugopedius genibarbis",B
8800,16259,317474,Synallaxis,kollari,Hoary-throated Spinetail,https://www.xeno-canto.org/317474/download,XC317474-POEKOL03.mp3,78,,B
8801,16264,395888,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/395888/download,XC395888-Synallaxis rutilans omissa.mp3,28,,B
8802,16265,303450,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/303450/download,XC303450-Synallaxis rutilans_Mocidade_1209.mp3,35,,B
8803,16266,265927,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/265927/download,XC265927-Synallaxis rutilans.mp3,32,,B
8804,16267,230362,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/230362/download,XC230362-Ruddy Spinetail B 5309.mp3,46,,B
8805,16269,170558,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/170558/download,XC170558-Synallaxis rutilans_Chupinguaia_1325.mp3,24,,B
8806,16271,119499,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/119499/download,XC119499-Synallaxis rutilans_Itaituba_1027.MP3,40,Hypocnemis striata,B
8807,16272,118999,Synallaxis,rutilans,Ruddy Spinetail,https://www.xeno-canto.org/118999/download,XC118999-Synallaxis cherriei_Carajas_1467.mp3,39,Cercomacra cinerascens,B
8808,16274,269252,Synallaxis,cherriei,Chestnut-throated Spinetail,https://www.xeno-canto.org/269252/download,XC269252-Synallaxis cherriei.mp3,29,,B
8809,16276,230208,Synallaxis,cherriei,Chestnut-throated Spinetail,https://www.xeno-canto.org/230208/download,XC230208-Chestnut-throated Spinetail B 5321.mp3,57,,B
8810,16277,91758,Synallaxis,cherriei,Chestnut-throated Spinetail,https://www.xeno-canto.org/91758/download,SYNCHE05.mp3,32,Pyriglena leuconota,B
8811,16279,69556,Synallaxis,cherriei,Chestnut-throated Spinetail,https://www.xeno-canto.org/69556/download,Synallaxis_cherriei_2004b-FRL_BR_2_144-260_1_C.mp3,84,,B
8812,16281,18596,Synallaxis,cherriei,Chestnut-throated Spinetail,https://www.xeno-canto.org/18596/download,Synallaxis cherriei barragem de finos 18.02.2008.mp3,20,,B
8813,16339,500065,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/500065/download,XC500065-Epinecrophylla leucophtalma_carajas_1070.mp3,60,,B
8814,16340,490093,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/490093/download,XC490093-Epinecrophylla leucophthalma DCB 608-5.mp3,57,,B
8815,16341,490089,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/490089/download,XC490089-Epinecrophylla leucophthalma DCB 608-2.mp3,75,,B
8816,16342,486987,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/486987/download,XC486987-Epinecrophylla leucophthalma DCB 618-4.mp3,50,,B
8817,16343,483931,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/483931/download,XC483931-Epinecrophylla leucophthalma DCB 615-20.mp3,202,,B
8818,16344,482864,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/482864/download,XC482864-Epinecrophyla leucophtalma_RIo Azul_1079.mp3,37,,B
8819,16345,474907,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/474907/download,XC474907-Myrmotherula leucophtalma_Chandless_1124.mp3,28,Clibanornis rubiginosus,B
8820,16346,423550,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/423550/download,XC423550-Epinechrophila leucophthalma.mp3,22,,B
8821,16348,330792,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/330792/download,XC330792-Epinecrophylla leucophthalma 3.mp3,58,,B
8822,16349,226547,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/226547/download,XC226547-White-eyed Antwren B 7263.mp3,30,,B
8823,16351,226544,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/226544/download,XC226544-White-eyed Antwren B 7266.mp3,37,,B
8824,16354,213017,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/213017/download,XC213017-Epinechrophyla leucophtalma_Novo Repartimento_1379.mp3,33,,B
8825,16356,88133,Epinecrophylla,leucophthalma,White-eyed Antwren,https://www.xeno-canto.org/88133/download,MYRLCO09.mp3,28,,B
8826,16358,474613,Epinecrophylla,haematonota,Napo Stipple-throated Antwren,https://www.xeno-canto.org/474613/download,XC474613-Epinecrophylla haematonota_Divisor_1215.mp3,31,,B
8827,16359,284918,Epinecrophylla,haematonota,Napo Stipple-throated Antwren,https://www.xeno-canto.org/284918/download,XC284918-Epinecrophyla haematonota_Carauari_1773 - Cópia.mp3,20,,B
8828,16363,474837,Epinecrophylla,amazonica,Madeira Stipple-throated Antwren,https://www.xeno-canto.org/474837/download,XC474837-Epinecrophylla amazonica_Chandless_1121.mp3,30,,B
8829,16365,413555,Epinecrophylla,amazonica,Madeira Stipple-throated Antwren,https://www.xeno-canto.org/413555/download,XC413555-Epinechrophyla amazonica_Tupana_1008.mp3,37,,B
